StartOrder;WS01;OR03326;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR00470;P00206;
StartOrder;WS01;OR06423;
PickOrder;WS01;OR06423;P00206;
StartOrder;WS01;OR06614;
PickOrder;WS01;OR06614;P00206;
PickOrder;WS01;OR06614;P00206;
PickOrder;WS01;OR06614;P00206;
StartOrder;WS01;OR08982;
PickOrder;WS01;OR08982;P00206;
PickOrder;WS01;OR08982;P00206;
StartOrder;WS01;OR01183;
PickOrder;WS01;OR01183;P00206;
PickOrder;WS01;OR01183;P00206;
PickOrder;WS01;OR01183;P00206;
StartOrder;WS01;OR04769;
PickOrder;WS01;OR04769;P00206;
PickOrder;WS01;OR04769;P00206;
PickOrder;WS01;OR04769;P00206;
StartOrder;WS01;OR08579;
PickOrder;WS01;OR08579;P00206;
PickOrder;WS01;OR08579;P00206;
PickOrder;WS01;OR08579;P00206;
StartOrder;WS01;OR08930;
PickOrder;WS01;OR08930;P00206;
StartOrder;WS01;OR07850;
PickOrder;WS01;OR07850;P00206;
PickOrder;WS01;OR07850;P00206;
StartOrder;WS01;OR06046;
PickOrder;WS01;OR06046;P00206;
PickOrder;WS01;OR06046;P00206;
PickOrder;WS01;OR06046;P00206;
StartOrder;WS01;OR00636;
PickOrder;WS01;OR00636;P00206;
StartOrder;WS01;OR09590;
PickOrder;WS01;OR09590;P00206;
StartOrder;WS01;OR01906;
PickOrder;WS01;OR01906;P00206;
PickOrder;WS01;OR01906;P00206;
PickOrder;WS01;OR01906;P00206;
StartOrder;WS01;OR03564;
PickOrder;WS01;OR03564;P00206;
PickOrder;WS01;OR03564;P00206;
PickOrder;WS01;OR03564;P00206;
StartOrder;WS01;OR03049;
PickOrder;WS01;OR03049;P00206;
PickOrder;WS01;OR03049;P00206;
StartOrder;WS01;OR02775;
PickOrder;WS01;OR02775;P00206;
StartOrder;WS01;OR09659;
PickOrder;WS01;OR09659;P00206;
PickOrder;WS01;OR09659;P00206;
PickOrder;WS01;OR09659;P00206;
StartOrder;WS01;OR08780;
PickOrder;WS01;OR08780;P00206;
PickOrder;WS01;OR08780;P00206;
StartOrder;WS01;OR09673;
PickOrder;WS01;OR09673;P00206;
PickOrder;WS01;OR09673;P00206;
StartOrder;WS01;OR07627;
PickOrder;WS01;OR07627;P00206;
PickOrder;WS01;OR07627;P00206;
StartOrder;WS01;OR06529;
PickOrder;WS01;OR06529;P00206;
StartOrder;WS01;OR09017;
PickOrder;WS01;OR09017;P00206;
StartOrder;WS01;OR05450;
PickOrder;WS01;OR05450;P00206;
PickOrder;WS01;OR05450;P00206;
StartOrder;WS01;OR02297;
PickOrder;WS01;OR02297;P00206;
PickOrder;WS01;OR02297;P00206;
PickOrder;WS01;OR02297;P00206;
StartOrder;WS01;OR03196;
PickOrder;WS01;OR03196;P00206;
StartOrder;WS01;OR09728;
PickOrder;WS01;OR09728;P00206;
PickOrder;WS01;OR09728;P00206;
StartOrder;WS01;OR04749;
PickOrder;WS01;OR04749;P00206;
StartOrder;WS01;OR03158;
PickOrder;WS01;OR03158;P00206;
PickOrder;WS01;OR03158;P00206;
PickOrder;WS01;OR03158;P00206;
StartOrder;WS01;OR06934;
PickOrder;WS01;OR06934;P00206;
StartOrder;WS01;OR08082;
PickOrder;WS01;OR08082;P00206;
PickOrder;WS01;OR08082;P00206;
StartOrder;WS01;OR08580;
PickOrder;WS01;OR08580;P00206;
PickOrder;WS01;OR08580;P00206;
StartOrder;WS01;OR00749;
PickOrder;WS01;OR00749;P00206;
StartOrder;WS01;OR04114;
PickOrder;WS01;OR04114;P00206;
PickOrder;WS01;OR04114;P00206;
StartOrder;WS01;OR08020;
PickOrder;WS01;OR08020;P00206;
PickOrder;WS01;OR08020;P00206;
PickOrder;WS01;OR08020;P00206;
PickOrder;WS01;OR08020;P00206;
StartOrder;WS01;OR08046;
PickOrder;WS01;OR08046;P00206;
PickOrder;WS01;OR08046;P00206;
StartOrder;WS01;OR01470;
PickOrder;WS01;OR01470;P00206;
PickOrder;WS01;OR01470;P00206;
PickOrder;WS01;OR01470;P00206;
PickOrder;WS01;OR01470;P00206;
PickOrder;WS01;OR01470;P00206;
PickOrder;WS01;OR01470;P00206;
PickOrder;WS01;OR01470;P00206;
PickOrder;WS01;OR01470;P00206;
PickOrder;WS01;OR01470;P00206;
StartOrder;WS01;OR04572;
PickOrder;WS01;OR04572;P00206;
PickOrder;WS01;OR04572;P00206;
StartOrder;WS01;OR07488;
PickOrder;WS01;OR07488;P00206;
PickOrder;WS01;OR07488;P00206;
StartOrder;WS01;OR06715;
PickOrder;WS01;OR06715;P00206;
StartOrder;WS01;OR03076;
PickOrder;WS01;OR03076;P00206;
StartOrder;WS01;OR05604;
PickOrder;WS01;OR05604;P00206;
PickOrder;WS01;OR05604;P00206;
PickOrder;WS01;OR05604;P00206;
PickOrder;WS01;OR05604;P00206;
StartOrder;WS01;OR07987;
PickOrder;WS01;OR07987;P00206;
PickOrder;WS01;OR07987;P00206;
StartOrder;WS01;OR08209;
PickOrder;WS01;OR08209;P00206;
PickOrder;WS01;OR08209;P00206;
StartOrder;WS01;OR05819;
PickOrder;WS01;OR05819;P00206;
StartOrder;WS01;OR05692;
PickOrder;WS01;OR05692;P00206;
PickOrder;WS01;OR05692;P00206;
StartOrder;WS01;OR00415;
PickOrder;WS01;OR00415;P00206;
PickOrder;WS01;OR00415;P00206;
StartOrder;WS01;OR03665;
PickOrder;WS01;OR03665;P00206;
PickOrder;WS01;OR03665;P00206;
StartOrder;WS01;OR02374;
PickOrder;WS01;OR02374;P00206;
PickOrder;WS01;OR02374;P00206;
StartOrder;WS01;OR03666;
PickOrder;WS01;OR03666;P00206;
PickOrder;WS01;OR03666;P00206;
StartOrder;WS01;OR02630;
PickOrder;WS01;OR02630;P00206;
PickOrder;WS01;OR02630;P00206;
PickOrder;WS01;OR02630;P00206;
StartOrder;WS01;OR02613;
PickOrder;WS01;OR02613;P00206;
PickOrder;WS01;OR02613;P00206;
StartOrder;WS01;OR08013;
PickOrder;WS01;OR08013;P00206;
PickOrder;WS01;OR08013;P00206;
StartOrder;WS01;OR04619;
PickOrder;WS01;OR04619;P00206;
StartOrder;WS01;OR04455;
PickOrder;WS01;OR04455;P00206;
PickOrder;WS01;OR04455;P00206;
StartOrder;WS01;OR08217;
PickOrder;WS01;OR08217;P00206;
PickOrder;WS01;OR08217;P00206;
StartOrder;WS01;OR00184;
PickOrder;WS01;OR00184;P00206;
PickOrder;WS01;OR00184;P00206;
PickOrder;WS01;OR00184;P00206;
StartOrder;WS01;OR07559;
PickOrder;WS01;OR07559;P00206;
PickOrder;WS01;OR07559;P00206;
PickOrder;WS01;OR07559;P00206;
StartOrder;WS01;OR02500;
PickOrder;WS01;OR02500;P00206;
StartOrder;WS01;OR09819;
PickOrder;WS01;OR09819;P00206;
PickOrder;WS01;OR09819;P00206;
StartOrder;WS01;OR07436;
PickOrder;WS01;OR07436;P00206;
PickOrder;WS01;OR07436;P00206;
StartOrder;WS01;OR06841;
PickOrder;WS01;OR06841;P00206;
PickOrder;WS01;OR06841;P00206;
PickOrder;WS01;OR06841;P00206;
StartOrder;WS01;OR05298;
PickOrder;WS01;OR05298;P00206;
PickOrder;WS01;OR05298;P00206;
StartOrder;WS01;OR09152;
PickOrder;WS01;OR09152;P00206;
PickOrder;WS01;OR09152;P00206;
StartOrder;WS01;OR04836;
PickOrder;WS01;OR04836;P00206;
PickOrder;WS01;OR04836;P00206;
StartOrder;WS01;OR07508;
PickOrder;WS01;OR07508;P00206;
PickOrder;WS01;OR07508;P00206;
StartOrder;WS01;OR03554;
PickOrder;WS01;OR03554;P00206;
PickOrder;WS01;OR03554;P00206;
StartOrder;WS01;OR03344;
PickOrder;WS01;OR03344;P00206;
PickOrder;WS01;OR03344;P00206;
PickOrder;WS01;OR03344;P00206;
StartOrder;WS01;OR03970;
PickOrder;WS01;OR03970;P00206;
PickOrder;WS01;OR03970;P00206;
StartOrder;WS01;OR04403;
PickOrder;WS01;OR04403;P00206;
PickOrder;WS01;OR04403;P00206;
StartOrder;WS01;OR04718;
PickOrder;WS01;OR04718;P00206;
PickOrder;WS01;OR04718;P00206;
PickOrder;WS01;OR04718;P00206;
StartOrder;WS01;OR07218;
PickOrder;WS01;OR07218;P00206;
PickOrder;WS01;OR07218;P00206;
PickOrder;WS01;OR07218;P00206;
StartOrder;WS01;OR06602;
PickOrder;WS01;OR06602;P00206;
StartOrder;WS01;OR06748;
PickOrder;WS01;OR06748;P00206;
StartOrder;WS01;OR00664;
PickOrder;WS01;OR00664;P00206;
PickOrder;WS01;OR00664;P00206;
StartOrder;WS01;OR05961;
PickOrder;WS01;OR05961;P00206;
PickOrder;WS01;OR05961;P00206;
StartOrder;WS01;OR09855;
PickOrder;WS01;OR09855;P00206;
StartOrder;WS01;OR03533;
PickOrder;WS01;OR03533;P00206;
PickOrder;WS01;OR03533;P00206;
PickOrder;WS01;OR03533;P00206;
StartOrder;WS01;OR03822;
PickOrder;WS01;OR03822;P00206;
StartOrder;WS01;OR01039;
PickOrder;WS01;OR01039;P00206;
PickOrder;WS01;OR01039;P00206;
StartOrder;WS01;OR06284;
PickOrder;WS01;OR06284;P00206;
StartOrder;WS01;OR08653;
PickOrder;WS01;OR08653;P00206;
PickOrder;WS01;OR08653;P00206;
PickOrder;WS01;OR08653;P00206;
StartOrder;WS01;OR03909;
PickOrder;WS01;OR03909;P00206;
PickOrder;WS01;OR03909;P00206;
StartOrder;WS01;OR07675;
PickOrder;WS01;OR07675;P00206;
StartOrder;WS01;OR06502;
PickOrder;WS01;OR06502;P00206;
PickOrder;WS01;OR06502;P00206;
PickOrder;WS01;OR06502;P00206;
StartOrder;WS01;OR04216;
PickOrder;WS01;OR04216;P00206;
PickOrder;WS01;OR04216;P00206;
StartOrder;WS01;OR03064;
PickOrder;WS01;OR03064;P00206;
PickOrder;WS01;OR03064;P00206;
StartOrder;WS01;OR07961;
PickOrder;WS01;OR07961;P00206;
PickOrder;WS01;OR07961;P00206;
StartOrder;WS01;OR07280;
PickOrder;WS01;OR07280;P00206;
PickOrder;WS01;OR07280;P00206;
StartOrder;WS01;OR04744;
PickOrder;WS01;OR04744;P00206;
PickOrder;WS01;OR04744;P00206;
StartOrder;WS01;OR05106;
PickOrder;WS01;OR05106;P00206;
StartOrder;WS01;OR05184;
PickOrder;WS01;OR05184;P00206;
StartOrder;WS01;OR04449;
PickOrder;WS01;OR04449;P00206;
PickOrder;WS01;OR04449;P00206;
StartOrder;WS01;OR09455;
PickOrder;WS01;OR09455;P00206;
StartOrder;WS01;OR02001;
PickOrder;WS01;OR02001;P00206;
PickOrder;WS01;OR02001;P00206;
StartOrder;WS01;OR08065;
PickOrder;WS01;OR08065;P00206;
StartOrder;WS01;OR03980;
PickOrder;WS01;OR03980;P00206;
PickOrder;WS01;OR03980;P00206;
StartOrder;WS01;OR02371;
PickOrder;WS01;OR02371;P00206;
PickOrder;WS01;OR02371;P00206;
StartOrder;WS01;OR05491;
PickOrder;WS01;OR05491;P00206;
PickOrder;WS01;OR05491;P00206;
PickOrder;WS01;OR05491;P00206;
StartOrder;WS01;OR09109;
PickOrder;WS01;OR09109;P00206;
PickOrder;WS01;OR09109;P00206;
StartOrder;WS01;OR09973;
PickOrder;WS01;OR09973;P00206;
PickOrder;WS01;OR09973;P00206;
StartOrder;WS01;OR09131;
PickOrder;WS01;OR09131;P00206;
StartOrder;WS01;OR02137;
PickOrder;WS01;OR02137;P00206;
PickOrder;WS01;OR02137;P00206;
PickOrder;WS01;OR02137;P00206;
StartOrder;WS01;OR06333;
PickOrder;WS01;OR06333;P00206;
PickOrder;WS01;OR06333;P00206;
StartOrder;WS01;OR00160;
PickOrder;WS01;OR00160;P00206;
StartOrder;WS01;OR07534;
PickOrder;WS01;OR07534;P00206;
PickOrder;WS01;OR07534;P00206;
StartOrder;WS01;OR07216;
PickOrder;WS01;OR07216;P00206;
PickOrder;WS01;OR07216;P00206;
PickOrder;WS01;OR07216;P00206;
StartOrder;WS01;OR00918;
PickOrder;WS01;OR00918;P00206;
StartOrder;WS01;OR09155;
PickOrder;WS01;OR09155;P00206;
StartOrder;WS01;OR09851;
PickOrder;WS01;OR09851;P00206;
StartOrder;WS01;OR03883;
PickOrder;WS01;OR03883;P00206;
PickOrder;WS01;OR03883;P00206;
PickOrder;WS01;OR03883;P00206;
StartOrder;WS01;OR03020;
PickOrder;WS01;OR03020;P00206;
PickOrder;WS01;OR03020;P00206;
PickOrder;WS01;OR03020;P00206;
StartOrder;WS01;OR03141;
PickOrder;WS01;OR03141;P00206;
PickOrder;WS01;OR03141;P00206;
StartOrder;WS01;OR06978;
PickOrder;WS01;OR06978;P00206;
StartOrder;WS01;OR04649;
PickOrder;WS01;OR04649;P00206;
PickOrder;WS01;OR04649;P00206;
StartOrder;WS01;OR01208;
PickOrder;WS01;OR01208;P00206;
StartOrder;WS01;OR01821;
PickOrder;WS01;OR01821;P00206;
PickOrder;WS01;OR01821;P00206;
PickOrder;WS01;OR01821;P00206;
StartOrder;WS01;OR01033;
PickOrder;WS01;OR01033;P00206;
PickOrder;WS01;OR01033;P00206;
PickOrder;WS01;OR01033;P00206;
PickOrder;WS01;OR01033;P00206;
PickOrder;WS01;OR01033;P00206;
StartOrder;WS01;OR04615;
PickOrder;WS01;OR04615;P00206;
PickOrder;WS01;OR04615;P00206;
PickOrder;WS01;OR04615;P00206;
StartOrder;WS01;OR00648;
PickOrder;WS01;OR00648;P00206;
PickOrder;WS01;OR00648;P00206;
StartOrder;WS01;OR00416;
PickOrder;WS01;OR00416;P00206;
PickOrder;WS01;OR00416;P00206;
PickOrder;WS01;OR00416;P00206;
StartOrder;WS01;OR05787;
PickOrder;WS01;OR05787;P00206;
StartOrder;WS01;OR08480;
PickOrder;WS01;OR08480;P00206;
PickOrder;WS01;OR08480;P00206;
StartOrder;WS01;OR08132;
PickOrder;WS01;OR08132;P00206;
PickOrder;WS01;OR08132;P00206;
StartOrder;WS01;OR01434;
PickOrder;WS01;OR01434;P00206;
PickOrder;WS01;OR01434;P00206;
PickOrder;WS01;OR01434;P00206;
StartOrder;WS01;OR06451;
PickOrder;WS01;OR06451;P00206;
StartOrder;WS01;OR09905;
PickOrder;WS01;OR09905;P00206;
StartOrder;WS01;OR06388;
PickOrder;WS01;OR06388;P00206;
PickOrder;WS01;OR06388;P00206;
StartOrder;WS01;OR02178;
PickOrder;WS01;OR02178;P00206;
StartOrder;WS01;OR06105;
PickOrder;WS01;OR06105;P00206;
PickOrder;WS01;OR06105;P00206;
StartOrder;WS01;OR02800;
PickOrder;WS01;OR02800;P00206;
PickOrder;WS01;OR02800;P00206;
PickOrder;WS01;OR02800;P00206;
StartOrder;WS01;OR05113;
PickOrder;WS01;OR05113;P00206;
PickOrder;WS01;OR05113;P00206;
PickOrder;WS01;OR05113;P00206;
StartOrder;WS01;OR04648;
PickOrder;WS01;OR04648;P00206;
StartOrder;WS01;OR08590;
PickOrder;WS01;OR08590;P00206;
StartOrder;WS01;OR09200;
PickOrder;WS01;OR09200;P00206;
StartOrder;WS01;OR05672;
PickOrder;WS01;OR05672;P00206;
StartOrder;WS01;OR04269;
PickOrder;WS01;OR04269;P00206;
StartOrder;WS01;OR00312;
PickOrder;WS01;OR00312;P00206;
PickOrder;WS01;OR00312;P00206;
PickOrder;WS01;OR00312;P00206;
StartOrder;WS01;OR09393;
PickOrder;WS01;OR09393;P00206;
StartOrder;WS01;OR02576;
PickOrder;WS01;OR02576;P00206;
PickOrder;WS01;OR02576;P00206;
StartOrder;WS01;OR07782;
PickOrder;WS01;OR07782;P00206;
PickOrder;WS01;OR07782;P00206;
StartOrder;WS01;OR03664;
PickOrder;WS01;OR03664;P00206;
PickOrder;WS01;OR03664;P00206;
PickOrder;WS01;OR03664;P00206;
StartOrder;WS01;OR04801;
PickOrder;WS01;OR04801;P00206;
PickOrder;WS01;OR04801;P00206;
StartOrder;WS01;OR04277;
PickOrder;WS01;OR04277;P00206;
PickOrder;WS01;OR04277;P00206;
StartOrder;WS01;OR00593;
PickOrder;WS01;OR00593;P00206;
PickOrder;WS01;OR00593;P00206;
StartOrder;WS01;OR08647;
PickOrder;WS01;OR08647;P00206;
PickOrder;WS01;OR08647;P00206;
StartOrder;WS01;OR06494;
PickOrder;WS01;OR06494;P00206;
PickOrder;WS01;OR06494;P00206;
PickOrder;WS01;OR06494;P00206;
StartOrder;WS01;OR07846;
PickOrder;WS01;OR07846;P00206;
StartOrder;WS01;OR06866;
PickOrder;WS01;OR06866;P00206;
PickOrder;WS01;OR06866;P00206;
StartOrder;WS01;OR01557;
PickOrder;WS01;OR01557;P00206;
PickOrder;WS01;OR01557;P00206;
StartOrder;WS01;OR08603;
PickOrder;WS01;OR08603;P00206;
PickOrder;WS01;OR08603;P00206;
StartOrder;WS01;OR04929;
PickOrder;WS01;OR04929;P00206;
PickOrder;WS01;OR04929;P00206;
PickOrder;WS01;OR04929;P00206;
PickOrder;WS01;OR04929;P00206;
StartOrder;WS01;OR06242;
PickOrder;WS01;OR06242;P00206;
StartOrder;WS01;OR06259;
PickOrder;WS01;OR06259;P00206;
StartOrder;WS01;OR06130;
PickOrder;WS01;OR06130;P00206;
StartOrder;WS01;OR03788;
PickOrder;WS01;OR03788;P00206;
PickOrder;WS01;OR03788;P00206;
PickOrder;WS01;OR03788;P00206;
PickOrder;WS01;OR03788;P00206;
StartOrder;WS01;OR09718;
PickOrder;WS01;OR09718;P00206;
PickOrder;WS01;OR09718;P00206;
StartOrder;WS01;OR00725;
PickOrder;WS01;OR00725;P00206;
PickOrder;WS01;OR00725;P00206;
StartOrder;WS01;OR00747;
PickOrder;WS01;OR00747;P00206;
StartOrder;WS01;OR04064;
PickOrder;WS01;OR04064;P00206;
StartOrder;WS01;OR03087;
PickOrder;WS01;OR03087;P00206;
PickOrder;WS01;OR03087;P00206;
StartOrder;WS01;OR00692;
PickOrder;WS01;OR00692;P00206;
PickOrder;WS01;OR00692;P00206;
StartOrder;WS01;OR06524;
PickOrder;WS01;OR06524;P00206;
PickOrder;WS01;OR06524;P00206;
StartOrder;WS01;OR00197;
PickOrder;WS01;OR00197;P00206;
PickOrder;WS01;OR00197;P00206;
PickOrder;WS01;OR00197;P00206;
StartOrder;WS01;OR00011;
PickOrder;WS01;OR00011;P00206;
PickOrder;WS01;OR00011;P00206;
StartOrder;WS01;OR03440;
PickOrder;WS01;OR03440;P00206;
StartOrder;WS01;OR05847;
PickOrder;WS01;OR05847;P00206;
PickOrder;WS01;OR05847;P00206;
StartOrder;WS01;OR06224;
PickOrder;WS01;OR06224;P00206;
PickOrder;WS01;OR06224;P00206;
StartOrder;WS01;OR00148;
PickOrder;WS01;OR00148;P00206;
StartOrder;WS01;OR08064;
PickOrder;WS01;OR08064;P00206;
StartOrder;WS01;OR06797;
PickOrder;WS01;OR06797;P00206;
StartOrder;WS01;OR01618;
PickOrder;WS01;OR01618;P00206;
PickOrder;WS01;OR01618;P00206;
StartOrder;WS01;OR03592;
PickOrder;WS01;OR03592;P00206;
PickOrder;WS01;OR03592;P00206;
StartOrder;WS01;OR05399;
PickOrder;WS01;OR05399;P00206;
StartOrder;WS01;OR03321;
PickOrder;WS01;OR03321;P00206;
PickOrder;WS01;OR03321;P00206;
StartOrder;WS01;OR06567;
PickOrder;WS01;OR06567;P00206;
StartOrder;WS01;OR01175;
PickOrder;WS01;OR01175;P00206;
StartOrder;WS01;OR03673;
PickOrder;WS01;OR03673;P00206;
StartOrder;WS01;OR00732;
PickOrder;WS01;OR00732;P00206;
StartOrder;WS01;OR06586;
PickOrder;WS01;OR06586;P00206;
StartOrder;WS01;OR06095;
PickOrder;WS01;OR06095;P00206;
PickOrder;WS01;OR06095;P00206;
PickOrder;WS01;OR06095;P00206;
StartOrder;WS01;OR06933;
PickOrder;WS01;OR06933;P00206;
PickOrder;WS01;OR06933;P00206;
StartOrder;WS01;OR00772;
PickOrder;WS01;OR00772;P00206;
StartOrder;WS01;OR05193;
PickOrder;WS01;OR05193;P00206;
StartOrder;WS01;OR09649;
PickOrder;WS01;OR09649;P00206;
StartOrder;WS01;OR05552;
PickOrder;WS01;OR05552;P00206;
StartOrder;WS01;OR06183;
PickOrder;WS01;OR06183;P00206;
StartOrder;WS01;OR02906;
PickOrder;WS01;OR02906;P00206;
PickOrder;WS01;OR02906;P00206;
StartOrder;WS01;OR06182;
PickOrder;WS01;OR06182;P00206;
StartOrder;WS01;OR05912;
PickOrder;WS01;OR05912;P00206;
PickOrder;WS01;OR05912;P00206;
StartOrder;WS01;OR03260;
PickOrder;WS01;OR03260;P00206;
StartOrder;WS01;OR09858;
PickOrder;WS01;OR09858;P00206;
StartOrder;WS01;OR01706;
PickOrder;WS01;OR01706;P00206;
PickOrder;WS01;OR01706;P00206;
PickOrder;WS01;OR01706;P00206;
StartOrder;WS01;OR07419;
PickOrder;WS01;OR07419;P00206;
StartOrder;WS01;OR04094;
PickOrder;WS01;OR04094;P00206;
StartOrder;WS01;OR06137;
PickOrder;WS01;OR06137;P00206;
PickOrder;WS01;OR06137;P00206;
PickOrder;WS01;OR06137;P00206;
PickOrder;WS01;OR06137;P00206;
StartOrder;WS01;OR04045;
PickOrder;WS01;OR04045;P00206;
PickOrder;WS01;OR04045;P00206;
StartOrder;WS01;OR00262;
PickOrder;WS01;OR00262;P00206;
PickOrder;WS01;OR00262;P00206;
StartOrder;WS01;OR00319;
PickOrder;WS01;OR00319;P00206;
PickOrder;WS01;OR00319;P00206;
StartOrder;WS01;OR09449;
PickOrder;WS01;OR09449;P00206;
StartOrder;WS01;OR03704;
PickOrder;WS01;OR03704;P00206;
StartOrder;WS01;OR06202;
PickOrder;WS01;OR06202;P00206;
StartOrder;WS01;OR04740;
PickOrder;WS01;OR04740;P00206;
PickOrder;WS01;OR04740;P00206;
StartOrder;WS01;OR08041;
PickOrder;WS01;OR08041;P00206;
StartOrder;WS01;OR05024;
PickOrder;WS01;OR05024;P00206;
StartOrder;WS01;OR07260;
PickOrder;WS01;OR07260;P00206;
StartOrder;WS01;OR06045;
PickOrder;WS01;OR06045;P00206;
StartOrder;WS01;OR06190;
PickOrder;WS01;OR06190;P00206;
StartOrder;WS01;OR01787;
PickOrder;WS01;OR01787;P00206;
StartOrder;WS01;OR05220;
PickOrder;WS01;OR05220;P00206;
PickOrder;WS01;OR05220;P00206;
StartOrder;WS01;OR05553;
PickOrder;WS01;OR05553;P00206;
StartOrder;WS01;OR01363;
PickOrder;WS01;OR01363;P00206;
PickOrder;WS01;OR01363;P00206;
StartOrder;WS01;OR07476;
PickOrder;WS01;OR07476;P00206;
PickOrder;WS01;OR07476;P00206;
StartOrder;WS01;OR05668;
PickOrder;WS01;OR05668;P00206;
PickOrder;WS01;OR05668;P00206;
PickOrder;WS01;OR05668;P00206;
StartOrder;WS01;OR05832;
PickOrder;WS01;OR05832;P00206;
StartOrder;WS01;OR00576;
PickOrder;WS01;OR00576;P00206;
StartOrder;WS01;OR06812;
PickOrder;WS01;OR06812;P00206;
StartOrder;WS01;OR02311;
PickOrder;WS01;OR02311;P00206;
StartOrder;WS01;OR05446;
PickOrder;WS01;OR05446;P00206;
StartOrder;WS01;OR05559;
PickOrder;WS01;OR05559;P00206;
PickOrder;WS01;OR05559;P00206;
PickOrder;WS01;OR05559;P00206;
StartOrder;WS01;OR09739;
PickOrder;WS01;OR09739;P00206;
StartOrder;WS01;OR00509;
PickOrder;WS01;OR00509;P00206;
StartOrder;WS01;OR00243;
PickOrder;WS01;OR00243;P00206;
StartOrder;WS01;OR01195;
PickOrder;WS01;OR01195;P00206;
PickOrder;WS01;OR01195;P00206;
StartOrder;WS01;OR04099;
PickOrder;WS01;OR04099;P00206;
StartOrder;WS01;OR05186;
PickOrder;WS01;OR05186;P00206;
StartOrder;WS01;OR06406;
PickOrder;WS01;OR06406;P00206;
StartOrder;WS01;OR05810;
PickOrder;WS01;OR05810;P00206;
StartOrder;WS01;OR04120;
PickOrder;WS01;OR04120;P00206;
StartOrder;WS01;OR08164;
PickOrder;WS01;OR08164;P00206;
StartOrder;WS01;OR00781;
PickOrder;WS01;OR00781;P00206;
StartOrder;WS01;OR02504;
PickOrder;WS01;OR02504;P00206;
StartOrder;WS01;OR04999;
PickOrder;WS01;OR04999;P00206;
StartOrder;WS01;OR01638;
PickOrder;WS01;OR01638;P00206;
StartOrder;WS01;OR01392;
PickOrder;WS01;OR01392;P00206;
StartOrder;WS01;OR00036;
PickOrder;WS01;OR00036;P00206;
StartOrder;WS01;OR07009;
PickOrder;WS01;OR07009;P00206;
StartOrder;WS01;OR01395;
PickOrder;WS01;OR01395;P00206;
StartOrder;WS01;OR01712;
PickOrder;WS01;OR01712;P00206;
PickOrder;WS01;OR01712;P00206;
PickOrder;WS01;OR01712;P00206;
StartOrder;WS01;OR08988;
AssignProduct;WS01;P00088;
PickOrder;WS01;OR01712;P00088;
StartOrder;WS01;OR07173;
PickOrder;WS01;OR07173;P00206;
PickOrder;WS01;OR07173;P00088;
PickOrder;WS01;OR07173;P00206;
StartOrder;WS01;OR01328;
PickOrder;WS01;OR01328;P00088;
PickOrder;WS01;OR01328;P00088;
PickOrder;WS01;OR01328;P00088;
StartOrder;WS01;OR07838;
PickOrder;WS01;OR07838;P00088;
StartOrder;WS01;OR06753;
AssignProduct;WS01;P00105;
PickOrder;WS01;OR06753;P00105;
StartOrder;WS01;OR08670;
PickOrder;WS01;OR08670;P00206;
PickOrder;WS01;OR08670;P00105;
PickOrder;WS01;OR08670;P00105;
PickOrder;WS01;OR08670;P00206;
PickOrder;WS01;OR08670;P00105;
StartOrder;WS01;OR08556;
PickOrder;WS01;OR08556;P00105;
StartOrder;WS01;OR09204;
AssignProduct;WS01;P00340;
PickOrder;WS01;OR08988;P00340;
StartOrder;WS01;OR06923;
RemoveProduct;WS01;P00088;
AssignProduct;WS01;P00455;
PickOrder;WS01;OR06923;P00455;
StartOrder;WS01;OR00335;
PickOrder;WS01;OR00335;P00455;
PickOrder;WS01;OR00335;P00455;
StartOrder;WS01;OR00172;
PickOrder;WS01;OR00172;P00455;
PickOrder;WS01;OR00172;P00455;
StartOrder;WS01;OR05404;
PickOrder;WS01;OR05404;P00455;
PickOrder;WS01;OR05404;P00455;
StartOrder;WS01;OR06935;
PickOrder;WS01;OR06935;P00455;
PickOrder;WS01;OR06935;P00455;
PickOrder;WS01;OR06935;P00455;
PickOrder;WS01;OR06935;P00455;
PickOrder;WS01;OR06935;P00455;
PickOrder;WS01;OR06935;P00455;
PickOrder;WS01;OR06935;P00455;
StartOrder;WS01;OR08060;
PickOrder;WS01;OR08060;P00455;
PickOrder;WS01;OR08060;P00455;
PickOrder;WS01;OR08060;P00455;
PickOrder;WS01;OR08060;P00206;
PickOrder;WS01;OR08060;P00206;
StartOrder;WS01;OR07786;
PickOrder;WS01;OR07786;P00455;
PickOrder;WS01;OR07786;P00455;
StartOrder;WS01;OR09297;
PickOrder;WS01;OR09297;P00206;
PickOrder;WS01;OR09297;P00206;
PickOrder;WS01;OR09297;P00455;
PickOrder;WS01;OR09297;P00206;
PickOrder;WS01;OR09297;P00455;
PickOrder;WS01;OR09297;P00455;
PickOrder;WS01;OR09297;P00206;
PickOrder;WS01;OR09297;P00206;
StartOrder;WS01;OR04590;
PickOrder;WS01;OR04590;P00206;
PickOrder;WS01;OR04590;P00455;
PickOrder;WS01;OR04590;P00455;
PickOrder;WS01;OR04590;P00206;
StartOrder;WS01;OR08916;
PickOrder;WS01;OR08916;P00455;
PickOrder;WS01;OR08916;P00206;
PickOrder;WS01;OR08916;P00206;
PickOrder;WS01;OR08916;P00455;
PickOrder;WS01;OR08916;P00206;
PickOrder;WS01;OR08916;P00455;
PickOrder;WS01;OR08916;P00206;
